Data point,Step,Step time,Voltage,Current,Power,Temperature,Capacity,Energy,Total time,End status
1189,7,00:56:50,3.183,7.492,23.8,26.1,7093.39,22.811594,03:18:06,0
1190,7,00:57:00,3.1828,7.492,23.8,26.1,7114.63,22.8791885,03:18:16,0
1191,7,00:57:10,3.1826,7.492,23.8,26.1,7136.28,22.9480839,03:18:26,0
1192,7,00:57:20,3.1825,7.492,23.8,26.1,7156.7,23.0130692,03:18:36,0
1193,7,00:57:30,3.1823,7.492,23.8,26.1,7177.93,23.0806332,03:18:46,0
1194,7,00:57:40,3.1821,7.492,23.8,26.1,7197.93,23.1442833,03:18:56,0
1195,7,00:57:50,3.182,7.492,23.8,26.1,7219.19,23.211937,03:19:06,0
1196,7,00:58:00,3.1818,7.492,23.8,26.1,7240.42,23.2795067,03:19:16,0
1197,7,00:58:10,3.1816,7.492,23.8,26.1,7260.41,23.3430958,03:19:26,0
1198,7,00:58:20,3.1814,7.492,23.8,26.1,7280.81,23.4079933,03:19:36,0
1199,7,00:58:30,3.1812,7.492,23.8,26.1,7302.46,23.4768772,03:19:46,0
1200,7,00:58:40,3.181,7.492,23.8,26.1,7323.69,23.5444279,03:19:56,0
1201,7,00:58:50,3.1808,7.492,23.8,26.1,7343.68,23.6079865,03:20:06,0
1202,7,00:59:00,3.1806,7.492,23.8,26,7364.91,23.6755295,03:20:16,0
1203,7,00:59:10,3.1805,7.492,23.8,26.1,7384.89,23.7390823,03:20:26,0
1204,7,00:59:20,3.1803,7.491,23.8,26,7406.97,23.8092823,03:20:36,0
1205,7,00:59:30,3.1801,7.492,23.8,26,7427.36,23.8741417,03:20:46,0
1206,7,00:59:40,3.1799,7.492,23.8,26,7448.6,23.9416618,03:20:56,0
1207,7,00:59:50,3.1797,7.491,23.8,26,7468.58,24.0052147,03:21:06,0
1208,7,01:00:00,3.1795,7.492,23.8,26,7490.23,24.0740414,03:21:16,0
1209,7,01:00:10,3.1793,7.492,23.8,26,7510.63,24.1388912,03:21:26,0
1210,7,01:00:20,3.1791,7.492,23.8,26,7531.86,24.206398,03:21:36,0
1211,7,01:00:30,3.1789,7.492,23.8,26,7551.85,24.2699356,03:21:46,0
1212,7,01:00:40,3.1786,7.492,23.8,26,7573.08,24.3374329,03:21:56,0
1213,7,01:00:50,3.1784,7.492,23.8,26.1,7593.48,24.4022732,03:22:06,0
1214,7,01:01:00,3.1781,7.492,23.8,26,7614.71,24.4697552,03:22:16,0
1215,7,01:01:10,3.178,7.492,23.8,26,7635.94,24.5372276,03:22:26,0
1216,7,01:01:20,3.1777,7.492,23.8,26,7655.93,24.6007462,03:22:36,0
1217,7,01:01:30,3.1775,7.492,23.8,26,7677.57,24.6695271,03:22:46,0
1218,7,01:01:40,3.1773,7.492,23.8,26,7697.56,24.7330227,03:22:56,0
1219,7,01:01:50,3.1771,7.492,23.8,26,7718.37,24.7991447,03:23:06,0
1220,7,01:02:00,3.1769,7.492,23.8,26,7740.02,24.8679447,03:23:16,0
1221,7,01:02:10,3.1767,7.492,23.8,26,7760,24.9314213,03:23:26,0
1222,7,01:02:20,3.1764,7.492,23.8,26,7781.66,25.0001965,03:23:36,0
1223,7,01:02:30,3.1762,7.492,23.8,26,7801.65,25.0636883,03:23:46,0
1224,7,01:02:40,3.176,7.492,23.8,26,7822.04,25.1284752,03:23:56,0
1225,7,01:02:50,3.1758,7.492,23.8,26,7843.27,25.1959,03:24:06,0
1226,7,01:03:00,3.1755,7.492,23.8,26,7864.92,25.2646427,03:24:16,0
1227,7,01:03:10,3.1753,7.492,23.8,26,7884.92,25.3281689,03:24:26,0
1228,7,01:03:20,3.1751,7.492,23.8,26,7906.56,25.3968735,03:24:36,0
1229,7,01:03:30,3.1748,7.492,23.8,26,7926.55,25.4603424,03:24:46,0
1230,7,01:03:40,3.1746,7.492,23.8,26,7947.8,25.5278091,03:24:56,0
1231,7,01:03:50,3.1744,7.492,23.8,26,7967.79,25.5912495,03:25:06,0
1232,7,01:04:00,3.1741,7.492,23.8,26,7989.86,25.6613045,03:25:16,0
1233,7,01:04:10,3.1739,7.491,23.8,26,8009.84,25.7247219,03:25:26,0
1234,7,01:04:20,3.1736,7.492,23.8,26,8029.83,25.7881641,03:25:36,0
1235,7,01:04:30,3.1734,7.492,23.8,26,8051.48,25.8568649,03:25:46,0
1236,7,01:04:40,3.1731,7.492,23.8,26,8071.46,25.920269,03:25:56,0
1237,7,01:04:50,3.1729,7.492,23.8,26,8093.1,25.9889545,03:26:06,0
1238,7,01:05:00,3.1727,7.492,23.8,26,8114.33,26.0563145,03:26:16,0
1239,7,01:05:10,3.1724,7.492,23.8,26,8134.33,26.1197433,03:26:26,0
1240,7,01:05:20,3.1722,7.492,23.8,26,8155.98,26.1884308,03:26:36,0
1241,7,01:05:30,3.1719,7.491,23.8,26,8175.97,26.2518234,03:26:46,0
1242,7,01:05:40,3.1716,7.492,23.8,26,8197.19,26.3191509,03:26:56,0
1243,7,01:05:50,3.1714,7.492,23.8,26,8217.17,26.3825302,03:27:06,0
1244,7,01:06:00,3.1711,7.492,23.8,26,8238.4,26.4498463,03:27:16,0
1245,7,01:06:10,3.1709,7.492,23.8,26,8260.05,26.5184841,03:27:26,0
1246,7,01:06:20,3.1706,7.492,23.8,26,8280.03,26.5818329,03:27:36,0
1247,7,01:06:30,3.1702,7.492,23.8,26,8301.68,26.6504993,03:27:46,0
1248,7,01:06:40,3.17,7.492,23.8,26,8322.08,26.7151623,03:27:56,0
1249,7,01:06:50,3.1697,7.492,23.7,26,8343.31,26.7824631,03:28:06,0
1250,7,01:07:00,3.1694,7.492,23.7,26,8363.29,26.8457794,03:28:16,0
1251,7,01:07:10,3.1691,7.492,23.7,26,8384.94,26.9143906,03:28:26,0
1252,7,01:07:20,3.1689,7.492,23.7,26,8404.93,26.9777336,03:28:36,0
1253,7,01:07:30,3.1686,7.492,23.7,26,8426.16,27.0450039,03:28:46,0
1254,7,01:07:40,3.1683,7.492,23.7,26,8446.55,27.1096325,03:28:56,0
1255,7,01:07:50,3.168,7.492,23.7,26,8468.2,27.1782169,03:29:06,0
1256,7,01:08:00,3.1677,7.492,23.7,26,8489.01,27.2441444,03:29:16,0
1257,7,01:08:10,3.1674,7.492,23.7,26,8508.99,27.3074284,03:29:26,0
1258,7,01:08:20,3.1671,7.492,23.7,26,8530.22,27.3746815,03:29:36,0
1259,7,01:08:30,3.1669,7.492,23.7,26,8550.63,27.4392986,03:29:46,0
1260,7,01:08:40,3.1666,7.492,23.7,26,8571.03,27.5039101,03:29:56,0
1261,7,01:08:50,3.1663,7.492,23.7,26,8592.68,27.5724792,03:30:06,0
1262,7,01:09:00,3.166,7.492,23.7,26,8613.09,27.6370811,03:30:16,0
1263,7,01:09:10,3.1656,7.492,23.7,26,8634.32,27.7042866,03:30:26,0
1264,7,01:09:20,3.1653,7.492,23.7,26,8654.3,27.7675304,03:30:36,0
1265,7,01:09:30,3.165,7.492,23.7,26,8675.95,27.8360462,03:30:46,0
1266,7,01:09:40,3.1647,7.492,23.7,26,8697.17,27.9032269,03:30:56,0
1267,7,01:09:50,3.1644,7.492,23.7,26,8717.18,27.9665279,03:31:06,0
1268,7,01:10:00,3.1641,7.492,23.7,26,8738.83,28.0350342,03:31:16,0
1269,7,01:10:10,3.1638,7.492,23.7,26,8758.81,28.0982685,03:31:26,0
1270,7,01:10:20,3.1634,7.492,23.7,26,8780.47,28.1667728,03:31:36,0
1271,7,01:10:30,3.1631,7.492,23.7,26,8800.45,28.2299728,03:31:46,0
1272,7,01:10:40,3.1628,7.492,23.7,26,8821.68,28.2971344,03:31:56,0
1273,7,01:10:50,3.1625,7.492,23.7,26,8841.66,28.3603249,03:32:06,0
1274,7,01:11:00,3.1621,7.492,23.7,26,8862.89,28.4274597,03:32:16,0
1275,7,01:11:10,3.1617,7.492,23.7,26,8884.54,28.4959087,03:32:26,0
1276,7,01:11:20,3.1614,7.492,23.7,26,8904.52,28.5590782,03:32:36,0
1277,7,01:11:30,3.161,7.492,23.7,26,8925.77,28.626276,03:32:46,0
1278,7,01:11:40,3.1606,7.492,23.7,26.1,8946.17,28.6907654,03:32:56,0
1279,7,01:11:50,3.1603,7.492,23.7,26.1,8967.83,28.7592049,03:33:06,0
1280,7,01:12:00,3.16,7.492,23.7,26.1,8988.23,28.8236847,03:33:16,0
1281,7,01:12:10,3.1596,7.492,23.7,26,9009.47,28.8907776,03:33:26,0
1282,7,01:12:20,3.1592,7.492,23.7,26,9029.45,28.9539108,03:33:36,0
1283,7,01:12:30,3.1588,7.492,23.7,26.1,9051.09,29.0222893,03:33:46,0
1284,7,01:12:40,3.1585,7.492,23.7,26.1,9071.49,29.0867233,03:33:56,0
1285,7,01:12:50,3.1582,7.492,23.7,26.1,9091.48,29.149847,03:34:06,0
1286,7,01:13:00,3.1577,7.492,23.7,26.1,9113.14,29.2182426,03:34:16,0
1287,7,01:13:10,3.1573,7.492,23.7,26.1,9133.12,29.2813282,03:34:26,0
1288,7,01:13:20,3.1569,7.492,23.7,26.1,9154.35,29.3483582,03:34:36,0
1289,7,01:13:30,3.1566,7.492,23.6,26.1,9175.99,29.4166927,03:34:46,0
1290,7,01:13:40,3.1562,7.492,23.6,26.1,9196.39,29.4810753,03:34:56,0
1291,7,01:13:50,3.1558,7.492,23.6,26.1,9216.37,29.5441265,03:35:06,0
1292,7,01:14:00,3.1553,7.492,23.6,26.1,9238.02,29.6124496,03:35:16,0
1293,7,01:14:10,3.1549,7.492,23.6,26.1,9259.25,29.6794224,03:35:26,0
1294,7,01:14:20,3.1545,7.492,23.6,26.1,9279.65,29.7437687,03:35:36,0
1295,7,01:14:30,3.1541,7.492,23.6,26.1,9300.89,29.8107777,03:35:46,0
1296,7,01:14:40,3.1537,7.492,23.6,26.1,9320.88,29.8738022,03:35:56,0
1297,7,01:14:50,3.1531,7.492,23.6,26.1,9341.27,29.9381218,03:36:06,0
1298,7,01:15:00,3.1527,7.492,23.6,26.1,9362.92,30.0063725,03:36:16,0
1299,7,01:15:10,3.1522,7.492,23.6,26.1,9384.16,30.073349,03:36:26,0
1300,7,01:15:20,3.1517,7.492,23.6,26.1,9404.14,30.1363144,03:36:36,0
1301,7,01:15:30,3.1513,7.492,23.6,26.2,9425.79,30.2045536,03:36:46,0
1302,7,01:15:40,3.1508,7.492,23.6,26.2,9445.76,30.2674942,03:36:56,0
1303,7,01:15:50,3.1504,7.492,23.6,26.2,9467.42,30.3357201,03:37:06,0
1304,7,01:16:00,3.1499,7.492,23.6,26.2,9487.4,30.3986549,03:37:16,0
1305,7,01:16:10,3.1494,7.492,23.6,26.2,9509.05,30.4668465,03:37:26,0
1306,7,01:16:20,3.1489,7.492,23.6,26.2,9529.02,30.5297451,03:37:36,0
1307,7,01:16:30,3.1484,7.492,23.6,26.2,9550.27,30.5966301,03:37:46,0
1308,7,01:16:40,3.1479,7.492,23.6,26.2,9570.25,30.6595478,03:37:56,0
1309,7,01:16:50,3.1474,7.492,23.6,26.2,9591.5,30.7264214,03:38:06,0
1310,7,01:17:00,3.1469,7.492,23.6,26.2,9611.9,30.7906303,03:38:16,0
1311,7,01:17:10,3.1464,7.492,23.6,26.2,9633.55,30.8587456,03:38:26,0
1312,7,01:17:20,3.1459,7.492,23.6,26.2,9653.53,30.9216251,03:38:36,0
1313,7,01:17:30,3.1453,7.492,23.6,26.2,9674.77,30.9884109,03:38:46,0
1314,7,01:17:40,3.1447,7.492,23.6,26.2,9694.75,31.0512676,03:38:56,0
1315,7,01:17:50,3.1441,7.492,23.6,26.2,9716.41,31.1193581,03:39:06,0
1316,7,01:18:00,3.1435,7.492,23.6,26.2,9737.64,31.1861115,03:39:16,0
1317,7,01:18:10,3.143,7.492,23.5,26.3,9757.63,31.2489281,03:39:26,0
1318,7,01:18:20,3.1424,7.492,23.5,26.3,9779.27,31.3169613,03:39:36,0
1319,7,01:18:30,3.1418,7.492,23.5,26.3,9799.26,31.3797512,03:39:46,0
1320,7,01:18:40,3.1411,7.492,23.5,26.3,9820.49,31.4464264,03:39:56,0
1321,7,01:18:50,3.1405,7.492,23.5,26.3,9841.72,31.5131187,03:40:06,0
1322,7,01:19:00,3.1399,7.492,23.5,26.3,9862.12,31.5771618,03:40:16,0
1323,7,01:19:10,3.1394,7.492,23.5,26.3,9882.1,31.6399002,03:40:26,0
1324,7,01:19:20,3.1387,7.492,23.5,26.3,9903.36,31.7066326,03:40:36,0
1325,7,01:19:30,3.1381,7.492,23.5,26.3,9925,31.7745609,03:40:46,0
1326,7,01:19:40,3.1375,7.492,23.5,26.3,9944.99,31.8372746,03:40:56,0
1327,7,01:19:50,3.1367,7.492,23.5,26.3,9966.63,31.9051762,03:41:06,0
1328,7,01:20:00,3.1361,7.492,23.5,26.3,9986.62,31.9678478,03:41:16,0
1329,7,01:20:10,3.1354,7.492,23.5,26.3,10008.27,32.0357475,03:41:26,0
1330,7,01:20:20,3.1347,7.492,23.5,26.4,10029.09,32.1009979,03:41:36,0
1331,7,01:20:30,3.134,7.492,23.5,26.4,10049.49,32.164959,03:41:46,0
1332,7,01:20:40,3.1333,7.492,23.5,26.3,10070.73,32.2315216,03:41:56,0
1333,7,01:20:50,3.1326,7.492,23.5,26.3,10090.71,32.2941322,03:42:06,0
1334,7,01:21:00,3.1319,7.492,23.5,26.4,10111.95,32.3606415,03:42:16,0
1335,7,01:21:10,3.1311,7.492,23.5,26.4,10133.18,32.4271278,03:42:26,0
1336,7,01:21:20,3.1304,7.492,23.5,26.4,10153.16,32.4896927,03:42:36,0
1337,7,01:21:30,3.1296,7.492,23.4,26.4,10174.81,32.5574608,03:42:46,0
1338,7,01:21:40,3.1289,7.492,23.4,26.4,10195.21,32.6212959,03:42:56,0
1339,7,01:21:50,3.1281,7.492,23.4,26.4,10215.62,32.6851349,03:43:06,0
1340,7,01:22:00,3.1273,7.492,23.4,26.4,10236.85,32.7515411,03:43:16,0
1341,7,01:22:10,3.1264,7.492,23.4,26.4,10258.08,32.8179398,03:43:26,0
1342,7,01:22:20,3.1257,7.492,23.4,26.4,10278.06,32.8804054,03:43:36,0
1343,7,01:22:30,3.1248,7.492,23.4,26.4,10299.3,32.9467659,03:43:46,0
1344,7,01:22:40,3.124,7.492,23.4,26.5,10319.7,33.0105133,03:43:56,0
1345,7,01:22:50,3.1232,7.492,23.4,26.5,10340.93,33.0768242,03:44:06,0
1346,7,01:23:00,3.1224,7.492,23.4,26.5,10360.91,33.1392136,03:44:16,0
1347,7,01:23:10,3.1216,7.492,23.4,26.5,10382.15,33.2055206,03:44:26,0
1348,7,01:23:20,3.1207,7.492,23.4,26.5,10403.8,33.2730789,03:44:36,0
1349,7,01:23:30,3.1199,7.492,23.4,26.5,10423.77,33.3354149,03:44:46,0
1350,7,01:23:40,3.1188,7.492,23.4,26.5,10445.01,33.4016533,03:44:56,0
1351,7,01:23:50,3.118,7.492,23.4,26.5,10465.42,33.4652863,03:45:06,0
1352,7,01:24:00,3.1171,7.492,23.4,26.5,10486.65,33.5314751,03:45:16,0
1353,7,01:24:10,3.1162,7.492,23.3,26.5,10507.05,33.5950737,03:45:26,0
1354,7,01:24:20,3.1153,7.492,23.3,26.5,10528.69,33.6625214,03:45:36,0
1355,7,01:24:30,3.1145,7.492,23.3,26.5,10549.09,33.7260628,03:45:46,0
1356,7,01:24:40,3.1134,7.492,23.3,26.5,10570.33,33.7921829,03:45:56,0
1357,7,01:24:50,3.1126,7.492,23.3,26.5,10590.32,33.8544197,03:46:06,0
1358,7,01:25:00,3.1116,7.492,23.3,26.5,10611.96,33.9217758,03:46:16,0
1359,7,01:25:10,3.1106,7.492,23.3,26.5,10631.95,33.9839554,03:46:26,0
1360,7,01:25:20,3.1097,7.492,23.3,26.6,10653.19,34.0500031,03:46:36,0
1361,7,01:25:30,3.1087,7.492,23.3,26.6,10674.41,34.1160088,03:46:46,0
1362,7,01:25:40,3.1078,7.492,23.3,26.6,10694.81,34.1794052,03:46:56,0
1363,7,01:25:50,3.1068,7.492,23.3,26.6,10715.21,34.242775,03:47:06,0
1364,7,01:26:00,3.1057,7.492,23.3,26.6,10736.88,34.3100967,03:47:16,0
1365,7,01:26:10,3.1048,7.492,23.3,26.6,10756.86,34.372139,03:47:26,0
1366,7,01:26:20,3.1038,7.492,23.3,26.6,10778.09,34.4380531,03:47:36,0
1367,7,01:26:30,3.1028,7.492,23.2,26.6,10798.48,34.5013466,03:47:46,0
1368,7,01:26:40,3.1018,7.492,23.2,26.6,10819.71,34.5672112,03:47:56,0
1369,7,01:26:50,3.1008,7.492,23.2,26.6,10839.73,34.6292686,03:48:06,0
1370,7,01:27:00,3.0999,7.492,23.2,26.6,10861.38,34.6963921,03:48:16,0
1371,7,01:27:10,3.099,7.492,23.2,26.6,10881.36,34.7583122,03:48:26,0
1372,7,01:27:20,3.0979,7.492,23.2,26.6,10903,34.8253784,03:48:36,0
1373,7,01:27:30,3.097,7.492,23.2,26.6,10923.4,34.8885727,03:48:46,0
1374,7,01:27:40,3.096,7.492,23.2,26.6,10943.38,34.9504433,03:48:56,0
1375,7,01:27:50,3.0951,7.492,23.2,26.6,10965.03,35.0174408,03:49:06,0
1376,7,01:28:00,3.0942,7.492,23.2,26.6,10985.43,35.0805664,03:49:16,0
1377,7,01:28:10,3.0932,7.492,23.2,26.6,11007.08,35.1475639,03:49:26,0
1378,7,01:28:20,3.0923,7.492,23.2,26.6,11027.07,35.2093849,03:49:36,0
1379,7,01:28:30,3.0914,7.492,23.2,26.6,11048.3,35.2750206,03:49:46,0
1380,7,01:28:40,3.0906,7.492,23.2,26.6,11068.28,35.3367729,03:49:56,0
1381,7,01:28:50,3.0897,7.492,23.1,26.6,11089.92,35.4036751,03:50:06,0
1382,7,01:29:00,3.0888,7.492,23.1,26.6,11111.16,35.4692688,03:50:16,0
1383,7,01:29:10,3.0881,7.492,23.1,26.6,11131.55,35.5322533,03:50:26,0
1384,7,01:29:20,3.0873,7.492,23.1,26.6,11151.54,35.5939522,03:50:36,0
1385,7,01:29:30,3.0865,7.492,23.1,26.6,11172.78,35.6595154,03:50:46,0
1386,7,01:29:40,3.0856,7.492,23.1,26.6,11194.01,35.7250366,03:50:56,0
1387,7,01:29:50,3.0849,7.492,23.1,26.7,11213.99,35.7866936,03:51:06,0
1388,7,01:30:00,3.0841,7.492,23.1,26.7,11235.22,35.8521729,03:51:16,0
1389,7,01:30:10,3.0834,7.492,23.1,26.7,11256.46,35.9176521,03:51:26,0
1390,7,01:30:20,3.0827,7.492,23.1,26.7,11276.44,35.9792557,03:51:36,0
1391,7,01:30:30,3.082,7.492,23.1,26.7,11298.09,36.0460091,03:51:46,0
1392,7,01:30:40,3.0813,7.492,23.1,26.7,11318.07,36.1075745,03:51:56,0
1393,7,01:30:50,3.0806,7.492,23.1,26.7,11339.3,36.1729927,03:52:06,0
1394,7,01:31:00,3.0799,7.492,23.1,26.7,11360.54,36.2384186,03:52:16,0
1395,7,01:31:10,3.0792,7.492,23.1,26.7,11380.94,36.3012352,03:52:26,0
1396,7,01:31:20,3.0785,7.492,23.1,26.7,11402.17,36.3666,03:52:36,0
1397,7,01:31:30,3.0778,7.492,23.1,26.7,11423,36.430687,03:52:46,0
1398,7,01:31:40,3.077,7.492,23.1,26.7,11444.23,36.4960403,03:52:56,0
1399,7,01:31:50,3.0763,7.492,23,26.7,11464.63,36.5588112,03:53:06,0
1400,7,01:32:00,3.0755,7.492,23,26.7,11485.86,36.6241074,03:53:16,0
1401,7,01:32:10,3.0748,7.492,23,26.7,11505.44,36.6842995,03:53:26,0
1402,7,01:32:20,3.0739,7.492,23,26.7,11527.08,36.750843,03:53:36,0
1403,7,01:32:30,3.0731,7.492,23,26.7,11547.5,36.8135796,03:53:46,0
1404,7,01:32:40,3.0723,7.492,23,26.7,11568.74,36.878849,03:53:56,0
1405,7,01:32:50,3.0715,7.492,23,26.7,11588.73,36.9402504,03:54:06,0
1406,7,01:33:00,3.0706,7.492,23,26.7,11610.37,37.0067291,03:54:16,0
1407,7,01:33:10,3.0697,7.492,23,26.7,11630.77,37.0693512,03:54:26,0
1408,7,01:33:20,3.0685,7.492,23,26.7,11652.01,37.1345329,03:54:36,0
1409,7,01:33:30,3.0676,7.492,23,26.7,11671.99,37.1958389,03:54:46,0
1410,7,01:33:40,3.0666,7.492,23,26.7,11693.65,37.2622566,03:54:56,0
1411,7,01:33:50,3.0656,7.492,23,26.7,11714.04,37.3247948,03:55:06,0
1412,7,01:34:00,3.0645,7.492,23,26.7,11735.27,37.3898659,03:55:16,0
1413,7,01:34:10,3.0634,7.492,23,26.7,11755.25,37.4510918,03:55:26,0
1414,7,01:34:20,3.0622,7.492,22.9,26.7,11776.9,37.5173912,03:55:36,0
1415,7,01:34:30,3.0612,7.492,22.9,26.7,11796.89,37.5785866,03:55:46,0
1416,7,01:34:40,3.0597,7.492,22.9,26.7,11818.55,37.6448746,03:55:56,0
1417,7,01:34:50,3.0585,7.492,22.9,26.7,11839.78,37.7098312,03:56:06,0
1418,7,01:35:00,3.0572,7.492,22.9,26.7,11859.79,37.7710152,03:56:16,0
1419,7,01:35:10,3.0559,7.492,22.9,26.7,11881.02,37.8359032,03:56:26,0
1420,7,01:35:20,3.0545,7.492,22.9,26.7,11901.42,37.8982239,03:56:36,0
1421,7,01:35:30,3.0529,7.492,22.9,26.7,11923.07,37.964344,03:56:46,0
1422,7,01:35:40,3.0514,7.492,22.9,26.7,11943.05,38.0253296,03:56:56,0
1423,7,01:35:50,3.0499,7.492,22.9,26.7,11963.87,38.0888481,03:57:06,0
1424,7,01:36:00,3.0483,7.492,22.8,26.7,11985.54,38.1549301,03:57:16,0
1425,7,01:36:10,3.0467,7.492,22.8,26.7,12005.52,38.2158203,03:57:26,0
1426,7,01:36:20,3.045,7.492,22.8,26.7,12027.17,38.281765,03:57:36,0
1427,7,01:36:30,3.0432,7.492,22.8,26.7,12047.57,38.3438416,03:57:46,0
1428,7,01:36:40,3.0412,7.492,22.8,26.7,12068.81,38.4084511,03:57:56,0
1429,7,01:36:50,3.0393,7.492,22.8,26.8,12089.2,38.4704514,03:58:06,0
1430,7,01:37:00,3.0374,7.492,22.8,26.8,12109.19,38.5311737,03:58:16,0
1431,7,01:37:10,3.0354,7.492,22.7,26.8,12130.42,38.5956497,03:58:26,0
1432,7,01:37:20,3.0332,7.492,22.7,26.8,12152.08,38.6613579,03:58:36,0
1433,7,01:37:30,3.0311,7.492,22.7,26.8,12172.08,38.7219887,03:58:46,0
1434,7,01:37:40,3.0289,7.492,22.7,26.8,12192.05,38.7825241,03:58:56,0
1435,7,01:37:50,3.0265,7.492,22.7,26.8,12213.29,38.8468208,03:59:06,0
1436,7,01:38:00,3.024,7.492,22.7,26.8,12233.69,38.9085388,03:59:16,0
1437,7,01:38:10,3.0212,7.492,22.6,26.8,12254.92,38.9727058,03:59:26,0
1438,7,01:38:20,3.0186,7.492,22.6,26.8,12275.32,39.0343094,03:59:36,0
1439,7,01:38:30,3.0158,7.492,22.6,26.8,12296.56,39.0983849,03:59:46,0
1440,7,01:38:40,3.0129,7.492,22.6,26.8,12318.2,39.1636276,03:59:56,0
1441,7,01:38:50,3.01,7.492,22.6,26.8,12337.76,39.2225342,04:00:06,0
1442,7,01:39:00,3.0069,7.492,22.5,26.8,12359.42,39.2876663,04:00:16,0
1443,7,01:39:10,3.0032,7.492,22.5,26.9,12380.65,39.3514824,04:00:26,0
1444,7,01:39:20,2.9998,7.492,22.5,26.9,12400.64,39.4114723,04:00:36,0
1445,7,01:39:30,2.9963,7.492,22.4,26.9,12422.29,39.4763832,04:00:46,0
